Image_ID,Image_Width,Image_Height,Total_Attention_Intensity,Max_Saliency_Peak,Attention_Density,Text_Count,Text_Area_Ratio,Attention_Ratio,Avg_Text_Saliency,Clutter_Index,Dominant_Quadrant
53,720,720,12654492.0,250.0,50416.3,12,0.18217,8.36273,87.192,7.266,Q1_TopLeft
424,720,720,18630049.0,242.0,76666.87,9,0.124,5.02313,120.437,13.382,Q3_BottomLeft
885,720,720,9431211.0,189.0,49637.95,17,0.3514,2.13165,27.747,1.632,Q3_BottomLeft
18,720,720,12442615.0,214.0,57872.63,6,0.03471,4.81221,102.005,17.001,Q4_BottomRight
611,720,720,11612858.0,237.0,48793.52,3,0.01358,7.21759,149.095,49.698,Q1_TopLeft
443,720,720,9963951.0,237.0,41865.34,6,0.00939,2.46819,46.795,7.799,Q4_BottomRight
461,720,720,14278701.0,210.0,67671.57,5,0.18281,6.6379,90.036,18.007,Q3_BottomLeft
883,720,720,11012579.0,227.0,48300.79,8,0.19709,4.55247,56.883,7.11,Q2_TopRight
396,720,720,14389891.0,191.0,74947.35,11,0.12476,3.64493,76.074,6.916,Q4_BottomRight
243,720,720,9667353.0,215.0,44756.26,1,0.05189,2.65947,45.663,45.663,Q1_TopLeft
608,720,720,13625452.0,221.0,61375.91,6,0.04365,5.65239,123.488,20.581,Q4_BottomRight
548,720,720,13973116.0,233.0,59714.17,1,0.01366,0.02826,0.772,0.772,Q2_TopRight
963,720,720,9149512.0,220.0,41400.51,4,0.06168,1.51913,25.98,6.495,Q1_TopLeft
326,720,720,10699424.0,228.0,46722.38,7,0.07299,4.89446,78.659,11.237,Q1_TopLeft
787,720,720,15424201.0,227.0,67650.0,4,0.06526,5.19638,121.372,30.343,Q3_BottomLeft
694,720,720,10087388.0,206.0,48731.34,15,0.21641,3.16277,41.922,2.795,Q4_BottomRight
588,720,720,11691121.0,243.0,47914.43,1,0.012,3.36888,73.876,73.876,Q2_TopRight
653,720,720,11354080.0,220.0,51375.93,13,0.04848,2.86137,57.483,4.422,Q4_BottomRight
843,720,720,13264057.0,225.0,58690.52,6,0.27874,2.4506,44.649,7.441,Q4_BottomRight
643,720,720,9016672.0,203.0,44199.37,3,0.01218,2.58905,44.177,14.726,Q3_BottomLeft
263,720,720,7540104.0,250.0,30040.25,11,0.04865,20.65967,153.592,13.963,Q3_BottomLeft
720,720,720,10700809.0,236.0,45151.09,29,0.2539,3.78721,45.779,1.579,Q4_BottomRight
812,720,720,7487943.0,244.0,30563.03,1,0.01719,20.80101,224.158,224.158,Q4_BottomRight
322,720,720,10688134.0,222.0,47928.85,4,0.08316,4.31532,69.743,17.436,Q4_BottomRight
587,720,720,12468965.0,233.0,53286.18,0,0.0,,,,NoText
489,720,720,10451613.0,241.0,43188.48,3,0.04761,4.37237,75.957,25.319,Q3_BottomLeft
387,720,720,13430735.0,229.0,58394.5,9,0.0907,3.64544,76.17,8.463,Q4_BottomRight
161,720,720,10964553.0,203.0,53747.81,17,0.35412,4.36373,42.122,2.478,Q1_TopLeft
282,720,720,10734905.0,216.0,49469.61,11,0.13884,3.13403,50.065,4.551,Q4_BottomRight
364,720,720,9376079.0,192.0,48580.72,11,0.11831,5.0302,61.605,5.6,Q3_BottomLeft
564,720,720,9157206.0,207.0,44025.03,2,0.00668,1.78791,31.417,15.709,Q2_TopRight
108,720,720,9551115.0,239.0,39796.31,15,0.13784,7.6876,73.7,4.913,Q3_BottomLeft
101,720,720,9170977.0,203.0,44955.77,10,0.12169,5.10475,60.225,6.022,Q3_BottomLeft
887,720,720,14121261.0,217.0,64776.43,12,0.23778,3.25292,57.7,4.808,Q4_BottomRight
177,720,720,7739718.0,193.0,39895.45,31,0.22101,4.46741,37.761,1.218,Q4_BottomRight
873,720,720,16746910.0,227.0,73451.36,10,0.09613,5.66115,126.294,12.629,Q3_BottomLeft
468,720,720,14663161.0,230.0,63476.89,2,0.14254,2.132,51.926,25.963,Q3_BottomLeft
68,720,720,11106487.0,234.0,47261.65,13,0.10518,8.75582,103.312,7.947,Q2_TopRight
261,720,720,13258501.0,199.0,66292.51,10,0.36748,3.68444,47.437,4.744,Q3_BottomLeft
288,720,720,14665718.0,233.0,62674.01,1,0.01037,5.51336,149.001,149.001,Q1_TopLeft
851,720,720,9519932.0,191.0,49582.98,6,0.09004,0.9251,17.104,2.851,Q1_TopLeft
303,720,720,12923584.0,229.0,56189.5,4,0.02778,7.08414,151.072,37.768,Q4_BottomRight
2,720,720,13810859.0,232.0,59274.07,1,0.0027,1.22493,32.614,32.614,Q2_TopRight
298,720,720,12412460.0,193.0,63981.75,7,0.12291,5.0576,80.801,11.543,Q3_BottomLeft
537,720,720,11397944.0,228.0,49772.68,7,0.09211,1.35881,28.92,4.131,Q3_BottomLeft
67,720,720,8239894.0,223.0,36785.24,10,0.11858,6.11169,60.483,6.048,Q4_BottomRight
524,720,720,14321853.0,228.0,62540.84,4,0.07852,4.75193,101.407,25.352,Q1_TopLeft
232,720,720,9185519.0,223.0,41006.78,10,0.08454,8.51506,92.262,9.226,Q1_TopLeft
788,720,720,18173288.0,222.0,81494.57,4,0.04398,2.33649,77.362,19.341,Q2_TopRight
52,720,720,13911268.0,196.0,70615.57,27,0.22732,3.64459,61.082,2.262,Q1_TopLeft
696,720,720,9036687.0,195.0,46105.55,21,0.29623,2.28175,28.829,1.373,Q2_TopRight
63,720,720,10801646.0,215.0,50007.62,12,0.11818,4.2073,63.57,5.297,Q1_TopLeft
150,720,720,9658298.0,227.0,42360.96,15,0.22961,3.54433,41.683,2.779,Q2_TopRight
21,720,720,10295979.0,237.0,43260.42,7,0.06404,6.86265,99.095,14.156,Q2_TopRight
792,720,720,10227393.0,248.0,41073.87,8,0.04357,1.49656,28.9,3.612,Q4_BottomRight
349,720,720,12710139.0,245.0,51667.23,3,0.02006,7.91607,170.44,56.813,Q3_BottomLeft
242,720,720,8677328.0,230.0,37564.19,2,0.03649,7.0307,96.458,48.229,Q1_TopLeft
414,720,720,16917638.0,218.0,77249.49,7,0.1343,3.90883,91.728,13.104,Q2_TopRight
827,720,720,12333954.0,204.0,60165.63,16,0.34008,3.83302,46.447,2.903,Q2_TopRight
39,720,720,9528103.0,226.0,41974.02,0,0.0,,,,NoText
141,720,720,12045643.0,226.0,53064.51,21,0.17801,4.58305,65.021,3.096,Q1_TopLeft
862,720,720,11035092.0,213.0,51565.85,12,0.2157,5.29298,58.5,4.875,Q4_BottomRight
899,720,720,11206483.0,227.0,49151.24,5,0.03285,6.81836,123.744,24.749,Q1_TopLeft
597,720,720,9226615.0,210.0,43728.03,2,0.00079,3.27981,58.27,29.135,Q4_BottomRight
604,720,720,9870916.0,222.0,44264.2,1,0.0077,5.78138,106.175,106.175,Q1_TopLeft
245,720,720,9081741.0,240.0,37683.57,3,0.04769,15.14341,158.432,52.811,Q1_TopLeft
478,720,720,13180632.0,226.0,58064.46,5,0.14028,4.99823,81.418,16.284,Q3_BottomLeft
785,720,720,10264490.0,249.0,41057.96,2,0.01399,7.84736,141.797,70.898,Q3_BottomLeft
595,720,720,9725984.0,248.0,39060.18,6,0.0616,7.30349,98.7,16.45,Q2_TopRight
218,720,720,6256492.0,188.0,33103.13,0,0.0,,,,NoText
457,720,720,18332062.0,248.0,73622.74,3,0.10653,5.07714,125.174,41.725,Q4_BottomRight
636,720,720,8906747.0,247.0,35914.3,1,0.02609,5.04457,78.399,78.399,Q1_TopLeft
916,720,720,6410891.0,208.0,30674.12,16,0.11142,1.67928,19.306,1.207,Q4_BottomRight
431,720,720,13783609.0,216.0,63518.94,4,0.0894,3.37727,74.058,18.514,Q4_BottomRight
269,720,720,12110867.0,241.0,50044.9,0,0.0,,,,NoText
715,720,720,11161928.0,207.0,53663.12,17,0.21075,3.74232,51.065,3.004,Q4_BottomRight
16,720,720,15134040.0,236.0,63856.71,5,0.03853,6.32635,153.241,30.648,Q1_TopLeft
31,720,720,8553218.0,231.0,36867.32,0,0.0,,,,NoText
710,720,720,11955230.0,235.0,50657.75,6,0.26639,2.31125,39.503,6.584,Q4_BottomRight
422,720,720,13408416.0,240.0,55636.58,10,0.11368,2.62868,57.369,5.737,Q3_BottomLeft
574,720,720,13760453.0,226.0,60618.74,5,0.00817,1.21925,32.306,6.461,Q4_BottomRight
767,720,720,10156856.0,244.0,41456.56,7,0.03245,9.89807,150.48,21.497,Q3_BottomLeft
719,720,720,13277906.0,213.0,62046.29,8,0.42892,8.71036,51.798,6.475,Q1_TopLeft
628,720,720,7044122.0,215.0,32611.68,1,0.00306,13.93953,182.199,182.199,Q3_BottomLeft
644,720,720,11217006.0,222.0,50300.48,6,0.0441,6.97154,119.404,19.901,Q4_BottomRight
143,720,720,11336173.0,226.0,49939.09,16,0.09755,5.58435,84.381,5.274,Q1_TopLeft
497,720,720,15326457.0,243.0,62813.35,5,0.1165,3.68012,82.914,16.583,Q1_TopLeft
352,720,720,11735337.0,204.0,57245.55,13,0.14594,2.92579,51.702,3.977,Q3_BottomLeft
578,720,720,14249052.0,239.0,59371.05,6,0.04177,1.66346,44.49,7.415,Q4_BottomRight
397,720,720,13264887.0,230.0,57423.75,8,0.0776,3.3127,71.868,8.983,Q3_BottomLeft
806,720,720,13680095.0,226.0,60264.74,9,0.12133,5.01639,89.005,9.889,Q4_BottomRight
50,720,720,14878273.0,224.0,66125.66,5,0.03807,6.19458,148.433,29.687,Q4_BottomRight
270,720,720,11236851.0,203.0,55082.6,9,0.05235,2.20838,45.021,5.002,Q3_BottomLeft
772,720,720,13572040.0,226.0,59788.72,9,0.06936,6.07084,117.583,13.065,Q4_BottomRight
815,720,720,10877216.0,222.0,48776.75,0,0.0,,,,NoText
858,720,720,8784497.0,218.0,40111.86,14,0.2108,3.96061,41.324,2.952,Q2_TopRight
902,720,720,13664104.0,213.0,63850.95,3,0.00141,1.80867,47.619,15.873,Q3_BottomLeft
22,720,720,15450166.0,222.0,69283.26,9,0.1057,5.81572,114.862,12.762,Q2_TopRight
450,720,720,15643699.0,228.0,68313.1,2,0.00383,5.54755,164.542,82.271,Q3_BottomLeft
737,720,720,13045888.0,194.0,66901.99,12,0.26949,2.39169,43.772,3.648,Q1_TopLeft
749,720,720,11613419.0,238.0,48591.71,4,0.08922,0.88454,20.022,5.006,Q3_BottomLeft
340,720,720,11933417.0,225.0,52802.73,13,0.10354,3.03785,57.746,4.442,Q3_BottomLeft
233,720,720,6572604.0,175.0,37344.34,0,0.0,,,,NoText
240,720,720,10219062.0,210.0,48431.57,10,0.14469,4.7078,60.4,6.04,Q1_TopLeft
214,720,720,7895329.0,204.0,38513.8,28,0.30856,2.33269,25.175,0.899,Q4_BottomRight
380,720,720,12754280.0,238.0,53365.19,4,0.01792,2.53844,60.778,15.194,Q1_TopLeft
848,720,720,15478045.0,213.0,72327.31,37,0.26498,3.23472,60.66,1.639,Q2_TopRight
617,720,720,8758850.0,229.0,38081.96,4,0.00856,9.06986,143.342,35.835,Q2_TopRight
383,720,720,14374114.0,244.0,58669.85,4,0.12655,7.23218,112.112,28.028,Q2_TopRight
415,720,720,14216402.0,245.0,57790.25,5,0.09766,7.15977,122.597,24.519,Q2_TopRight
734,720,720,13797982.0,225.0,61053.02,17,0.29746,5.11521,61.215,3.601,Q4_BottomRight
381,720,720,11462847.0,224.0,50945.99,6,0.13684,4.38004,66.222,11.037,Q1_TopLeft
56,720,720,9012741.0,240.0,37397.27,8,0.02947,13.03385,167.279,20.91,Q4_BottomRight
23,720,720,10657219.0,247.0,42972.66,0,0.0,,,,NoText
173,720,720,9398512.0,232.0,40336.96,18,0.20672,6.83075,56.155,3.12,Q1_TopLeft
89,720,720,7368412.0,197.0,37214.2,26,0.20383,5.16205,39.696,1.527,Q4_BottomRight
708,720,720,7992794.0,212.0,37524.85,6,0.21893,0.7933,12.811,2.135,Q3_BottomLeft
127,720,720,12469901.0,204.0,60828.79,25,0.28026,4.97392,56.604,2.264,Q2_TopRight
162,720,720,13341999.0,210.0,63232.22,12,0.16843,5.17919,78.23,6.519,Q3_BottomLeft
769,720,720,7562868.0,248.0,30372.96,4,0.01612,9.75241,124.685,31.171,Q2_TopRight
104,720,720,7372089.0,212.0,34610.75,31,0.19949,4.27867,36.786,1.187,Q3_BottomLeft
334,720,720,12437649.0,238.0,52040.37,3,0.01593,7.02768,153.839,51.28,Q2_TopRight
711,720,720,9966929.0,219.0,45304.22,6,0.14116,7.50241,75.21,12.535,Q1_TopLeft
124,720,720,10490156.0,209.0,49953.12,15,0.20881,2.76327,40.869,2.725,Q1_TopLeft
463,720,720,17179097.0,221.0,77383.32,4,0.13041,2.60871,71.458,17.864,Q3_BottomLeft
667,720,720,14711966.0,233.0,62871.65,33,0.22651,3.66277,64.84,1.965,Q4_BottomRight
958,720,720,11815703.0,221.0,53223.89,9,0.14358,3.13858,54.731,6.081,Q3_BottomLeft
680,720,720,7831724.0,197.0,39554.16,18,0.21906,3.20386,32.643,1.813,Q2_TopRight
440,720,720,14182847.0,228.0,61933.83,7,0.1443,5.90857,94.627,13.518,Q4_BottomRight
97,720,720,9461478.0,210.0,44841.13,25,0.19727,3.21683,40.848,1.634,Q3_BottomLeft
970,720,720,12002000.0,216.0,55308.76,6,0.09544,3.40479,64.113,10.686,Q4_BottomRight
421,720,720,18544060.0,227.0,81333.6,6,0.40361,11.61935,78.63,13.105,Q2_TopRight
33,720,720,10454472.0,229.0,45454.23,2,0.01403,6.12056,115.159,57.579,Q1_TopLeft
867,720,720,14741048.0,241.0,60913.42,6,0.13051,8.60657,122.813,20.469,Q4_BottomRight
659,720,720,7521844.0,231.0,32421.74,17,0.33923,2.25475,22.948,1.35,Q4_BottomRight
46,720,720,10013529.0,219.0,45516.04,28,0.0933,4.71971,67.679,2.417,Q4_BottomRight
176,720,720,10609318.0,202.0,52262.65,24,0.28689,4.81409,47.045,1.96,Q4_BottomRight
319,720,720,10608482.0,224.0,47148.81,8,0.0252,6.30474,113.806,14.226,Q4_BottomRight
704,720,720,10520305.0,204.0,51318.56,17,0.37365,12.14896,47.727,2.807,Q4_BottomRight
511,720,720,12770222.0,192.0,66166.95,16,0.23906,2.30379,43.266,2.704,Q3_BottomLeft
879,720,720,12657767.0,245.0,51454.34,8,0.0932,3.77745,73.268,9.158,Q4_BottomRight
935,720,720,8637821.0,185.0,46439.9,13,0.14027,2.40952,33.521,2.579,Q1_TopLeft
166,720,720,7783330.0,226.0,34287.8,6,0.11721,11.30576,76.88,12.813,Q1_TopLeft
155,720,720,9342906.0,199.0,46714.53,36,0.21204,3.53305,41.425,1.151,Q4_BottomRight
302,720,720,10016206.0,249.0,40064.82,0,0.0,,,,NoText
517,720,720,13445695.0,241.0,55560.72,1,0.00286,4.6394,119.092,119.092,Q1_TopLeft
271,720,720,12104557.0,213.0,56563.35,9,0.06924,4.91431,90.28,10.031,Q3_BottomLeft
147,720,720,10439807.0,238.0,43681.2,11,0.2569,6.98394,55.432,5.039,Q1_TopLeft
580,720,720,11263899.0,191.0,58666.14,3,0.14021,1.76971,34.707,11.569,Q3_BottomLeft
557,720,720,15713962.0,231.0,67732.59,7,0.14462,4.96735,95.677,13.668,Q1_TopLeft
637,720,720,13159529.0,203.0,64507.5,8,0.12541,4.57127,80.146,10.018,Q4_BottomRight
138,720,720,10281225.0,219.0,46732.84,14,0.14839,2.73889,43.178,3.084,Q1_TopLeft
203,720,720,9702274.0,202.0,47794.45,16,0.18482,4.00043,48.163,3.01,Q4_BottomRight
335,720,720,13120307.0,214.0,61024.68,3,0.05945,5.05338,103.062,34.354,Q4_BottomRight
507,720,720,11257377.0,234.0,47903.73,2,0.04294,7.62558,128.917,64.459,Q1_TopLeft
118,720,720,12225895.0,230.0,52925.95,20,0.24297,4.12719,55.31,2.765,Q1_TopLeft
107,720,720,12284396.0,184.0,66402.14,23,0.21753,3.7091,55.303,2.404,Q3_BottomLeft
953,720,720,10218585.0,229.0,44428.63,2,0.01339,0.93615,18.469,9.235,Q1_TopLeft
593,720,720,10503225.0,230.0,45468.51,2,0.01621,7.35554,135.11,67.555,Q1_TopLeft
804,720,720,8735668.0,245.0,35510.85,0,0.0,,,,NoText
837,720,720,14122200.0,232.0,60610.3,18,0.08447,6.42168,119.988,6.666,Q1_TopLeft
968,720,720,6994879.0,203.0,34288.62,6,0.08448,3.51983,39.158,6.526,Q3_BottomLeft
404,720,720,13418025.0,227.0,58850.99,13,0.14784,7.60248,99.579,7.66,Q3_BottomLeft
924,720,720,14864861.0,227.0,65196.76,17,0.13937,3.71402,77.27,4.545,Q1_TopLeft
209,720,720,8963385.0,230.0,38802.53,14,0.21713,5.25444,47.226,3.373,Q4_BottomRight
140,720,720,9207542.0,220.0,41663.09,11,0.15811,5.28804,55.974,5.089,Q1_TopLeft
722,720,720,15513111.0,238.0,64908.41,5,0.02007,6.80258,182.333,36.467,Q2_TopRight
531,720,720,17697196.0,244.0,72233.45,5,0.13282,5.65906,119.34,23.868,Q1_TopLeft
528,720,720,14994856.0,233.0,64080.58,11,0.22754,2.86363,58.166,5.288,Q2_TopRight
523,720,720,13442969.0,238.0,56246.73,1,0.00033,0.0,0.0,0.0,Q2_TopRight
43,720,720,14943318.0,232.0,64134.41,16,0.07791,6.50563,131.237,8.202,Q3_BottomLeft
639,720,720,13315926.0,228.0,58148.15,4,0.04961,5.91706,122.184,30.546,Q4_BottomRight
692,720,720,9451385.0,217.0,43354.98,11,0.14374,3.66136,48.283,4.389,Q2_TopRight
48,720,720,11980748.0,225.0,53012.16,39,0.25075,2.97409,45.976,1.179,Q3_BottomLeft
12,720,720,10911535.0,239.0,45464.73,5,0.08505,4.17743,69.222,13.844,Q3_BottomLeft
591,720,720,12671449.0,218.0,57860.5,8,0.21247,3.05767,52.004,6.501,Q4_BottomRight
24,720,720,11317271.0,236.0,47752.2,5,0.0319,2.38096,49.786,9.957,Q4_BottomRight
327,720,720,10768346.0,217.0,49396.08,0,0.0,,,,NoText
449,720,720,16808998.0,225.0,74376.1,6,0.09149,4.35451,108.037,18.006,Q4_BottomRight
223,720,720,10469699.0,233.0,44742.3,7,0.10527,8.29825,94.777,13.54,Q3_BottomLeft
201,720,720,12207481.0,224.0,54255.47,5,0.22571,1.66579,34.102,6.82,Q2_TopRight
567,720,720,9776187.0,243.0,40066.34,1,0.05725,3.52493,58.079,58.079,Q4_BottomRight
554,720,720,12265333.0,231.0,52867.81,2,0.01472,4.80785,107.716,53.858,Q2_TopRight
594,720,720,10590077.0,246.0,42874.81,0,0.0,,,,NoText
871,720,720,15858696.0,181.0,87135.69,24,0.28857,1.83969,45.302,1.888,Q4_BottomRight
620,720,720,9698716.0,240.0,40243.63,6,0.01434,0.29141,5.508,0.918,Q2_TopRight
592,720,720,12292083.0,209.0,58533.73,4,0.0146,4.35001,98.336,24.584,Q4_BottomRight
740,720,720,13714198.0,220.0,62055.19,5,0.15677,5.88964,88.2,17.64,Q1_TopLeft
572,720,720,11070047.0,242.0,45555.75,1,0.00466,0.0,0.0,0.0,Q1_TopLeft
714,720,720,11213642.0,230.0,48543.9,5,0.21082,3.09142,46.409,9.282,Q4_BottomRight
58,720,720,14238488.0,226.0,62724.62,15,0.13676,7.10641,106.362,7.091,Q3_BottomLeft
120,720,720,12683389.0,222.0,56876.18,12,0.22895,4.6267,61.846,5.154,Q1_TopLeft
859,720,720,12568162.0,227.0,55123.52,1,0.00659,9.18312,211.245,211.245,Q1_TopLeft
405,720,720,18365473.0,242.0,75578.08,13,0.15378,6.08041,120.932,9.302,Q1_TopLeft
292,720,720,11200793.0,236.0,47260.73,2,0.03556,3.88781,76.179,38.09,Q4_BottomRight
913,720,720,11038857.0,235.0,46774.82,3,0.02973,8.99462,154.751,51.584,Q1_TopLeft
35,720,720,10160949.0,207.0,48850.72,2,0.0057,0.0,0.0,0.0,Q2_TopRight
230,720,720,9005852.0,228.0,39326.86,3,0.00915,8.63578,140.227,46.742,Q4_BottomRight
541,720,720,15037782.0,216.0,69298.53,9,0.17102,8.33933,107.268,11.919,Q4_BottomRight
669,720,720,14600726.0,209.0,69527.27,13,0.27218,3.61416,59.475,4.575,Q1_TopLeft
88,720,720,11253216.0,230.0,48715.22,16,0.20747,5.15624,60.103,3.756,Q3_BottomLeft
730,720,720,11445969.0,218.0,52264.7,21,0.27985,2.9769,42.317,2.015,Q2_TopRight
705,720,720,8382356.0,211.0,39539.42,17,0.47046,1.60265,20.19,1.188,Q4_BottomRight
164,720,720,13382334.0,202.0,65922.83,15,0.36881,1.81726,36.047,2.403,Q4_BottomRight
81,720,720,6600396.0,196.0,33504.55,18,0.32622,2.48828,21.327,1.185,Q4_BottomRight
753,720,720,11478628.0,248.0,46098.91,2,0.00813,3.2772,71.246,35.623,Q3_BottomLeft
728,720,720,11589847.0,233.0,49529.26,10,0.18663,5.02518,64.154,6.415,Q1_TopLeft
610,720,720,11196163.0,220.0,50661.37,7,0.1098,6.4426,87.096,12.442,Q3_BottomLeft
25,720,720,10148806.0,248.0,40758.26,4,0.0896,7.69751,94.179,23.545,Q4_BottomRight
533,720,720,13271778.0,252.0,52457.62,3,0.02544,0.7576,19.516,6.505,Q3_BottomLeft
614,720,720,7760113.0,213.0,36262.21,3,0.01634,6.62953,90.88,30.293,Q4_BottomRight
555,720,720,11839037.0,219.0,53813.8,10,0.08693,5.83247,93.797,9.38,Q4_BottomRight
20,720,720,9821213.0,245.0,39923.63,0,0.0,,,,NoText
206,720,720,10615229.0,194.0,54437.07,16,0.30396,5.57988,47.765,2.985,Q4_BottomRight
239,720,720,11444930.0,206.0,55289.52,7,0.42401,1.99628,30.984,4.426,Q3_BottomLeft
82,720,720,9641016.0,229.0,41917.46,13,0.1836,4.75002,52.318,4.024,Q3_BottomLeft
429,720,720,19507424.0,239.0,81280.93,4,0.09425,3.60703,108.96,27.24,Q1_TopLeft
724,720,720,12499484.0,208.0,59806.14,15,0.25093,2.51515,43.939,2.929,Q4_BottomRight
713,720,720,7154586.0,205.0,34731.0,5,0.43789,0.0,34.181,6.836,Q3_BottomLeft
8,720,720,10401985.0,235.0,44076.21,4,0.05666,5.92677,92.971,23.243,Q3_BottomLeft
314,720,720,11876192.0,192.0,61534.67,6,0.09788,5.19676,84.389,14.065,Q4_BottomRight
743,720,720,10280564.0,252.0,40634.64,16,0.40524,1.17843,21.794,1.362,Q2_TopRight
466,720,720,14109158.0,249.0,56436.63,8,0.20127,6.96496,86.143,10.768,Q3_BottomLeft
754,720,720,12097271.0,247.0,48779.32,4,0.03986,7.846,143.841,35.96,Q3_BottomLeft
965,720,720,12125988.0,220.0,54868.72,11,0.1041,3.97611,71.007,6.455,Q3_BottomLeft
629,720,720,10056907.0,206.0,48584.09,15,0.04847,1.16051,22.34,1.489,Q1_TopLeft
354,720,720,12615351.0,236.0,53229.33,6,0.09917,6.93046,106.197,17.7,Q2_TopRight
402,720,720,9630138.0,243.0,39467.78,11,0.08164,2.46157,40.853,3.714,Q4_BottomRight
549,720,720,11250060.0,230.0,48701.56,9,0.12934,3.28041,54.975,6.108,Q1_TopLeft
700,720,720,11265221.0,218.0,51439.37,6,0.42285,1.54429,27.28,4.547,Q2_TopRight
207,720,720,10204207.0,197.0,51536.4,11,0.18864,4.29491,52.136,4.74,Q3_BottomLeft
514,720,720,11947838.0,243.0,48966.55,0,0.0,,,,NoText
651,720,720,9141763.0,223.0,40811.44,30,0.04388,0.00038,0.007,0.0,Q3_BottomLeft
657,720,720,10540289.0,249.0,42161.16,5,0.06215,13.55587,154.814,30.963,Q4_BottomRight
406,720,720,15871146.0,228.0,69306.31,10,0.12293,4.07355,90.515,9.052,Q2_TopRight
479,720,720,10893889.0,234.0,46356.97,1,0.00728,0.00411,0.087,0.087,Q4_BottomRight
655,720,720,11773876.0,223.0,52561.95,13,0.13247,6.3272,84.249,6.481,Q3_BottomLeft
153,720,720,11466583.0,203.0,56208.74,22,0.24962,2.9221,43.678,1.985,Q3_BottomLeft
435,720,720,16716700.0,225.0,73967.7,9,0.18818,3.10013,71.652,7.961,Q3_BottomLeft
136,720,720,10272497.0,189.0,54065.77,22,0.27177,3.64462,42.02,1.91,Q3_BottomLeft
805,720,720,11515431.0,240.0,47781.87,1,0.00459,0.0,0.0,0.0,Q1_TopLeft
186,720,720,7661838.0,211.0,36140.75,6,0.30395,1.44672,18.826,3.138,Q4_BottomRight
388,720,720,12812762.0,229.0,55707.66,5,0.08321,4.79198,90.031,18.006,Q4_BottomRight
44,720,720,13657945.0,227.0,59903.27,8,0.07456,5.75262,111.906,13.988,Q3_BottomLeft
139,720,720,12291598.0,216.0,56643.31,8,0.12515,4.28205,71.969,8.996,Q1_TopLeft
6,720,720,13876296.0,244.0,56637.94,13,0.15958,6.30545,91.399,7.031,Q2_TopRight
467,720,720,11490957.0,206.0,55511.87,13,0.2558,2.63993,41.224,3.171,Q1_TopLeft
208,720,720,9260596.0,194.0,47490.24,5,0.14737,5.27578,57.815,11.563,Q4_BottomRight
400,720,720,13337157.0,225.0,59013.97,2,0.20184,3.30635,58.044,29.022,Q4_BottomRight
84,720,720,11468865.0,207.0,55138.77,14,0.13648,3.18001,54.221,3.873,Q4_BottomRight
908,720,720,8686913.0,183.0,47211.48,6,0.08264,2.9507,42.581,7.097,Q3_BottomLeft
439,720,720,15021881.0,227.0,65885.44,14,0.18696,2.64809,58.66,4.19,Q1_TopLeft
436,720,720,14399066.0,232.0,61798.57,5,0.11537,4.26132,86.003,17.201,Q1_TopLeft
90,720,720,9072020.0,234.0,38604.34,20,0.17718,3.0543,39.187,1.959,Q1_TopLeft
869,720,720,14953517.0,233.0,63903.92,11,0.08907,5.2534,109.901,9.991,Q2_TopRight
229,720,720,10393569.0,224.0,46193.64,4,0.17527,2.67164,41.427,10.357,Q1_TopLeft
820,720,720,8527544.0,238.0,35680.1,3,0.01782,4.19642,65.31,21.77,Q4_BottomRight
92,720,720,9763855.0,198.0,49064.6,30,0.21303,2.60612,36.572,1.219,Q1_TopLeft
764,720,720,14939260.0,215.0,69163.24,16,0.09813,3.20694,75.966,4.748,Q3_BottomLeft
756,720,720,13873354.0,233.0,59287.84,11,0.09032,6.14095,112.231,10.203,Q3_BottomLeft
961,720,720,8183642.0,208.0,39156.18,15,0.12906,2.34856,31.579,2.105,Q2_TopRight
142,720,720,10715143.0,204.0,52268.99,15,0.23116,3.65361,46.807,3.12,Q2_TopRight
793,720,720,14283576.0,213.0,66745.68,11,0.11609,1.8935,47.269,4.297,Q4_BottomRight
789,720,720,8390381.0,250.0,33427.81,1,0.0137,2.55111,40.431,40.431,Q2_TopRight
927,720,720,7930397.0,196.0,40255.82,4,0.06326,1.20494,18.197,4.549,Q3_BottomLeft
42,720,720,12293099.0,242.0,50588.88,22,0.22867,5.94317,66.155,3.007,Q1_TopLeft
836,720,720,13559866.0,241.0,56032.5,0,0.0,,,,NoText
452,720,720,10711427.0,234.0,45580.54,7,0.10132,7.93441,96.291,13.756,Q4_BottomRight
516,720,720,14368743.0,236.0,60627.61,15,0.16064,17.27672,132.478,8.832,Q4_BottomRight
920,720,720,11409144.0,226.0,50260.55,18,0.12563,5.75424,79.286,4.405,Q3_BottomLeft
464,720,720,14875065.0,234.0,63298.15,9,0.24044,2.14752,48.296,5.366,Q1_TopLeft
818,720,720,11939265.0,215.0,55274.38,9,0.22911,2.07507,38.346,4.261,Q3_BottomLeft
898,720,720,9772512.0,232.0,41942.11,0,0.0,,,,NoText
296,720,720,14535746.0,237.0,61074.56,6,0.07221,4.45486,99.972,16.662,Q1_TopLeft
117,720,720,9200433.0,215.0,42594.6,19,0.13543,6.96178,68.361,3.598,Q3_BottomLeft
799,720,720,12985029.0,242.0,53436.33,13,0.10814,3.33563,66.704,5.131,Q4_BottomRight
359,720,720,14670716.0,219.0,66685.07,17,0.25816,2.54292,51.465,3.027,Q3_BottomLeft
